-,-,-
-8, -7, 1025
-9, -7, 1021
-9, -7, 1021
-8, -7, 1022
-9, -8, 1023
-9, -7, 1023
-8, -7, 1023
-8, -7, 1023
-8, -8, 1023
-9, -7, 1023
-8, -11, 1023
-8, -11, 1023
-6, -227, 1024
-35, -247, 1022
5, -172, 1032
4, -38, 1021
-59, -81, 1013
-17, -150, 1027
-17, -150, 1027
-44, -186, 1022
-19, -112, 1035
-29, -102, 1011
-22, -79, 1023
-16, -67, 1041
3, -34, 1014
14, -42, 1025
0, -50, 1048
0, -50, 1048
-10, -52, 1011
-6, 11, 1030
-18, 33, 1014
-2, 27, 1032
-2, 27, 1032
19, 41, 1005
48, -39, 1040
-14, -89, 1027
-53, 5, 1024
-53, 5, 1024
-41, 102, 1009
-,-,-
-30, -77, 1005
-83, -243, 1034
68, -131, 1023
26, -141, 1027
38, -76, 1026
38, -76, 1026
-32, -97, 1026
-21, -209, 1020
-24, -232, 1043
-16, -217, 1014
-3, -208, 1019
-37, -198, 1015
-42, -138, 1017
-19, -108, 1024
2, -100, 1021
2, -100, 1021
16, -82, 1014
-4, -45, 1044
16, 1, 1008
-13, 1, 1024
-13, 1, 1024
-6, 61, 1013
5, 59, 1035
-12, -17, 1019
-16, -44, 1020
-16, -44, 1020
-18, 62, 1014
-25, 201, 1039
23, 311, 1011
-,-,-
0, -10, 1008
0, -10, 1008
-10, -40, 1033
-26, -175, 1009
29, -147, 1008
-24, -81, 1020
-12, -82, 1063
33, -149, 1019
33, -149, 1019
20, -201, 1038
2, -273, 1027
10, -300, 1012
-6, -251, 1030
-6, -225, 1008
16, -218, 1032
22, -166, 999
22, -166, 999
-13, -181, 1036
-21, -116, 1005
-10, -33, 996
-57, 52, 1034
-14, 133, 1017
-2, 185, 1037
-2, 185, 1037
-2, 166, 1016
8, 200, 1015
-7, 258, 1040
-,-,-
-5, -6, 986
-5, -6, 986
1, -67, 1025
-17, -231, 999
-8, -202, 1056
6, -217, 1025
6, -217, 1025
30, -198, 1032
9, -215, 1015
18, -306, 1039
-27, -376, 998
-10, -383, 1030
-28, -322, 1056
8, -206, 995
8, -206, 995
-12, -118, 987
10, -84, 979
-23, -36, 1026
-28, 3, 1005
-28, 3, 1005
18, 104, 1019
9, 158, 1016
0, 163, 1009
0, 163, 1009
0, 174, 1018
-9, 187, 1010
-35, 249, 1045
-5, 323, 1014
55, 359, 1032
-,-,-
-6, -5, 1025
-8, -6, 1026
1, -48, 1022
-30, -91, 1025
-30, -91, 1028
-12, -72, 1028
-28, -130, 1023
-28, -209, 1022
17, -231, 1020
38, -302, 1022
19, -367, 1022
14, -415, 1012
-42, -420, 1037
-58, -362, 1035
-11, -256, 1019
-11, -256, 1019
29, -192, 1019
-14, -130, 939
8, -14, 1019
-63, -2, 966
-55, 88, 1000
14, 206, 1050
14, 206, 1050
44, 291, 957
43, 383, 1047
64, 410, 1014
23, 408, 1053
23, 408, 1053
-,-,-
-3, 0, 1012
-7, -7, 1021
-7, -7, 1021
9, -82, 1022
-37, -236, 1029
6, -164, 1017
-34, -134, 1033
-6, -99, 1015
-6, -99, 1015
18, -180, 1022
40, -306, 1020
-5, -340, 1047
1, -301, 1013
-43, -268, 1029
-18, -214, 1011
19, -162, 1012
19, -162, 1012
23, -174, 1056
-5, -171, 996
-10, -85, 1017
-16, -29, 985
-27, 26, 1002
-21, 68, 1029
-21, 68, 1029
-37, 129, 1005
5, 236, 1004
16, 306, 1008
3, 333, 1027
3, 333, 1027
-,-,-
-6, -9, 1021
-9, -10, 1021
1, -123, 1019
-14, -134, 1025
19, -159, 1014
-16, -240, 1018
-28, -205, 1037
-28, -205, 1037
6, -210, 1002
-5, -285, 1018
19, -325, 1049
0, -362, 983
-28, -350, 1035
-6, -221, 992
46, -153, 946
46, -153, 946
23, -176, 1039
18, -134, 1003
-35, -68, 978
-37, 45, 1003
-1, 144, 1008
-1, 144, 1008
31, 190, 996
9, 141, 948
-31, 155, 1022
19, 289, 967
-,-,-
-10, -10, 1026
-8, -11, 1023
-8, -11, 1023
-19, -71, 1024
-3, -217, 1022
35, -284, 1026
0, -293, 1026
-2, -374, 1037
-42, -472, 963
-42, -472, 963
-41, -465, 1062
-7, -407, 1001
7, -292, 1005
-10, -267, 960
-24, -158, 962
-28, -24, 985
-23, 47, 934
-23, 47, 934
-14, 117, 982
34, 130, 982
26, 174, 999
26, 174, 999
29, 284, 974
12, 382, 1005
-3, 417, 1028
32, 348, 1013
32, 348, 1013
58, 259, 1043
-,-,-
-6, -40, 1026
-10, -83, 1024
28, -187, 1023
28, -187, 1023
4, -179, 1034
-8, -197, 1026
-30, -247, 1009
-34, -330, 1034
-12, -451, 1016
-19, -523, 1028
-49, -435, 1015
-43, -283, 991
-9, -167, 1007
0, -117, 1009
0, -117, 1009
-18, -31, 972
-22, 34, 1013
-15, 113, 1004
17, 191, 1009
79, 301, 1018
79, 301, 1018
26, 316, 1009
14, 373, 1027
38, 429, 1027
28, 422, 1014
28, 422, 1014
-,-,-
6, -115, 1023
114, -167, 1028
16, -143, 1022
-59, -116, 1030
-59, -116, 1030
-45, -188, 1029
-13, -308, 1022
34, -388, 1013
28, -436, 1040
-15, -474, 1021
-49, -439, 985
-18, -356, 1027
-21, -257, 977
1, -166, 1022
1, -166, 1022
15, -34, 1000
-28, 36, 1023
25, 224, 993
29, 404, 1009
46, 525, 949
46, 525, 949
20, 539, 1031
-,-,-
21, -105, 1002
21, -105, 1002
79, -143, 1033
22, -143, 1023
-54, -165, 1009
22, -254, 976
-52, -264, 1094
67, -371, 1016
26, -518, 1022
13, -580, 1003
13, -580, 1003
-26, -490, 1048
13, -375, 1028
-1, -222, 985
33, -51, 953
35, 90, 995
35, 90, 995
10, 142, 916
-17, 155, 1030
-48, 153, 976
7, 263, 1004
7, 263, 1004
23, 421, 1032
47, 512, 1026
50, 533, 1035
51, 454, 1026
-,-,-
-10, -10, 1023
-7, -13, 1022
-5, -45, 1023
-5, -45, 1023
-17, -173, 1023
5, -233, 1019
-4, -284, 1018
